id,userid,trackingqualificationid,trackingunitid,award,comments,dateupdated,userdefinedvalue,shortvalue,setbyuserid,updatedbyuserid,dateset
36041,25035,116,208,,,,,,,,
36039,25035,116,206,,,,,,,,
87935,34578,156,411,,,,,,,,
36037,25035,116,204,,,,,,,,
36036,25035,116,203,,,,,,,,
36035,25035,116,202,,,,,,,,
35340,21062,96,577,Pass,,,,,,,
35341,21061,96,577,Distinction,,,,,,,
35342,21024,96,577,Distinction,,,,,,,
35343,21083,96,577,Merit,,,,,,,
35344,21017,96,577,Distinction,,,,,,,
21735,23324,143,256,Pass,,,,,,,
36059,24820,116,206,,,,,,,,
87936,34578,156,514,,,,,,,,
36606,25039,116,213,,,,,,,,
36056,24820,116,203,,,,,,,,
36055,24820,116,202,,,,,,,,
36603,25039,116,210,,,,,,,,
36602,25039,116,209,,,,,,,,
36601,25039,116,208,,,,,,,,
36600,25039,116,207,,,,,,,,
36599,25039,116,206,,,,,,,,
112880,25066,116,1171,,,,,,,,
36048,25035,116,215,,,,,,,,
36047,25035,116,214,,,,,,,,
36046,25035,116,213,,,,,,,,
36045,25035,116,212,Pass,,,,,,,
21751,23333,143,256,Pass,,,,,,,
35879,25365,107,170,,,,,,,,
35878,25365,107,169,,,,,,,,
35877,25365,107,168,,,,,,,,
35876,25365,107,167,,,,,,,,
104506,42001,577,490,Distinction,,,,,,,
35874,25365,107,165,,,,,,,,
35873,25365,107,164,,,,,,,,
35872,18482,107,180,,,,,,,,
35871,18482,107,179,,,,,,,,
35870,18482,107,178,,,,,,,,
36432,24991,116,199,,,,,,,,
61063,24841,116,769,,,,,,,,
36430,25001,116,217,,,,,,,,
112865,25008,116,1171,,,,,,,,
36428,25001,116,215,,,,,,,,
21767,24516,143,256,Merit,,,,,,,
36014,24999,116,201,,,,,,,,
36013,24999,116,200,,,,,,,,
36012,24999,116,199,,,,,,,,
61081,24892,116,769,,,,,,,,
36566,25066,116,213,,,,,,,,
112882,25039,116,1171,,,,,,,,
36008,25368,116,215,,,,,,,,
36007,25368,116,214,,,,,,,,
36006,25368,116,213,,,,,,,,
36005,25368,116,212,,,,,,,,
36560,25066,116,207,,,,,,,,
36559,25066,116,206,,,,,,,,
104524,42002,577,490,Merit,,,,,,,
36557,25066,116,204,,,,,,,,
36556,25066,116,203,,,,,,,,
107926,42309,476,538,Pass,,,,,,,
110117,34861,134,154,,,,,,,,
107928,46425,476,530,Pass,,,,,,,
98459,43221,505,256,Distinction,,,,,,,
83495,47513,505,258,Pass,,,,,,,
98514,35966,505,346,Pass,,,,,,,
98462,35966,505,256,Merit,,,,,,,
83498,47252,505,95,Distinction,,,,,,,
83499,47252,505,250,Distinction,,,,,,,
83500,47252,505,251,Distinction,,,,,,,
83501,47252,505,252,Distinction,,,,,,,
83502,47252,505,253,Distinction,,,,,,,
21799,24585,143,256,Pass,,,,,,,
35909,25417,107,166,,,,,,,,
35908,25417,107,165,,,,,,,,
36463,26525,116,210,,,,,,,,
35906,23538,107,180,,,,,,,,
35905,23538,107,179,,,,,,,,
36460,26525,116,207,,,,,,,,
36459,26525,116,206,,,,,,,,
104507,42001,577,493,Distinction,,,,,,,
36457,26525,116,204,,,,,,,,
36456,26525,116,203,,,,,,,,
35899,23538,107,173,,,,,,,,
35898,23538,107,172,,,,,,,,
35897,23538,107,171,,,,,,,,
35896,23538,107,170,,,,,,,,
35895,23538,107,169,,,,,,,,
21815,24787,143,256,Pass,,,,,,,
35924,25062,107,164,,,,,,,,
35923,25417,107,180,,,,,,,,
104508,42001,577,494,Merit,,,,,,,
35921,25417,107,178,,,,,,,,
35920,25417,107,177,,,,,,,,
36475,24841,116,202,,,,,,,,
36474,24841,116,201,,,,,,,,
36473,24841,116,200,,,,,,,,
36472,24841,116,199,,,,,,,,
61061,24991,116,769,,,,,,,,
35914,25417,107,171,,,,,,,,
35913,25417,107,170,,,,,,,,
35912,25417,107,169,,,,,,,,
35911,25417,107,168,,,,,,,,
35910,25417,107,167,,,,,,,,
21831,24859,143,256,Pass,,,,,,,
35894,23538,107,168,,,,,,,,
35893,23538,107,167,,,,,,,,
36448,24991,116,215,,,,,,,,
35891,23538,107,165,,,,,,,,
35890,23538,107,164,,,,,,,,
36445,24991,116,212,,,,,,,,
36444,24991,116,211,,,,,,,,
36443,24991,116,210,,,,,,,,
35314,21080,96,577,,,,,,,,
35315,21053,96,577,Distinction,,,,,,,
35884,25365,107,175,,,,,,,,
35883,25365,107,174,,,,,,,,
35882,25365,107,173,,,,,,,,
35881,25365,107,172,,,,,,,,
35880,25365,107,171,,,,,,,,
43627,24725,40,486,Pass,,,,,,,
35939,25062,107,179,,,,,,,,
35938,25062,107,178,,,,,,,,
36493,25028,116,200,,,,,,,,
35936,25062,107,176,,,,,,,,
35935,25062,107,175,,,,,,,,
36490,24841,116,217,,,,,,,,
112862,25065,116,1171,,,,,,,,
36488,24841,116,215,,,,,,,,
36487,24841,116,214,,,,,,,,
36486,24841,116,213,,,,,,,,
35929,25062,107,169,,,,,,,,
35928,25062,107,168,,,,,,,,
35927,25062,107,167,,,,,,,,
35926,25062,107,166,,,,,,,,
35925,25062,107,165,,,,,,,,
21863,27796,143,256,Pass,,,,,,,
35834,23511,107,176,,,,,,,,
35833,23511,107,175,,,,,,,,
36395,25046,116,202,,,,,,,,
35831,23511,107,173,,,,,,,,
35830,23511,107,172,,,,,,,,
36392,25046,116,199,,,,,,,,
49574,36429,122,242,Distinction,,1372345881,,,,,
49575,36429,122,243,Distinction,,1372345893,,,,,
49576,36429,122,244,Distinction,,1372510566,,,,,
35824,23511,107,166,,,,,,,,
35823,23511,107,165,,,,,,,,
35822,23511,107,164,,,,,,,,
35821,17369,107,180,,,,,,,,
35820,17369,107,179,,,,,,,,
35534,23453,107,165,,,,,,,,
35533,23453,107,164,,,,,,,,
35531,23462,107,179,,,,,,,,
35530,23462,107,178,,,,,,,,
105105,43229,466,727,,,,,,,,
35524,23462,107,172,,,,,,,,
35523,23462,107,171,,,,,,,,
35522,23462,107,170,,,,,,,,
35521,23462,107,169,,,,,,,,
35520,23462,107,168,,,,,,,,
83505,47252,505,258,Distinction,,,,,,,
98513,35967,505,346,Pass,,,,,,,
98461,35967,505,256,Pass,,,,,,,
83508,22624,505,95,Merit,,,,,,,
83509,22624,505,250,Pass,,,,,,,
83510,22624,505,251,Merit,,,,,,,
83511,22624,505,252,Distinction,,,,,,,
83512,22624,505,253,Distinction,,,,,,,
83513,22624,505,254,Distinction,,,,,,,
35504,17203,107,169,,,,,,,,
35503,17203,107,168,,,,,,,,
35502,17203,107,167,,,,,,,,
35501,17203,107,166,,,,,,,,
36070,24820,116,217,,,,,,,,
35499,17203,107,164,,,,,,,,
35498,25416,107,180,,,,,,,,
35497,25416,107,179,,,,,,,,
35496,25416,107,178,,,,,,,,
35495,25416,107,177,,,,,,,,
36064,24820,116,211,,,,,,,,
36063,24820,116,210,,,,,,,,
36062,24820,116,209,,,,,,,,
36061,24820,116,208,,,,,,,,
36060,24820,116,207,,,,,,,,
35699,23594,107,177,,,,,,,,
35698,23594,107,176,,,,,,,,
35697,23594,107,175,,,,,,,,
35696,23594,107,174,,,,,,,,
49371,35993,176,512,Merit,,1371125798,,,,,
35694,23594,107,172,,,,,,,,
35693,23594,107,171,,,,,,,,
35692,23594,107,170,,,,,,,,
35691,23594,107,169,,,,,,,,
35690,23594,107,168,,,,,,,,
49377,23616,176,196,Merit,,1370276704,,,,,
49378,23616,176,197,Pass,,1370276706,,,,,
49379,23616,176,505,Pass,,,,,,,
49380,23616,176,506,Pass,,,,,,,
49381,23616,176,507,Pass,,,,,,,
35684,14939,107,179,,,,,,,,
35683,14939,107,178,,,,,,,,
35682,14939,107,177,,,,,,,,
35681,14939,107,176,,,,,,,,
36250,24817,116,217,,,,,,,,
35679,14939,107,174,,,,,,,,
35678,14939,107,173,,,,,,,,
35677,14939,107,172,,,,,,,,
35676,14939,107,171,,,,,,,,
35675,14939,107,170,,,,,,,,
36244,24817,116,211,,,,,,,,
36243,24817,116,210,,,,,,,,
36242,24817,116,209,,,,,,,,
36241,24817,116,208,,,,,,,,
36240,24817,116,207,,,,,,,,
35669,14939,107,164,,,,,,,,
35668,23569,107,180,,,,,,,,
36237,24817,116,204,,,,,,,,
35666,23569,107,178,,,,,,,,
35665,23569,107,177,,,,,,,,
36234,24817,116,201,,,,,,,,
36233,24817,116,200,,,,,,,,
36232,24817,116,199,,,,,,,,
61071,25051,116,769,,,,,,,,
36230,25045,116,217,,,,,,,,
35659,23569,107,171,,,,,,,,
35658,23569,107,170,,,,,,,,
35657,23569,107,169,,,,,,,,
35656,23569,107,168,,,,,,,,
35655,23569,107,167,,,,,,,,
35714,23619,107,175,,,,,,,,
35713,23619,107,174,,,,,,,,
36282,24834,116,209,,,,,,,,
35711,23619,107,172,,,,,,,,
35710,23619,107,171,,,,,,,,
36279,24834,116,206,,,,,,,,
76927,46306,560,233,,,,,,,,
36277,24834,116,204,,,,,,,,
36276,24834,116,203,,,,,,,,
36275,24834,116,202,,,,,,,,
35704,23619,107,165,,,,,,,,
35703,23619,107,164,,,,,,,,
35702,23594,107,180,,,,,,,,
35701,23594,107,179,,,,,,,,
35700,23594,107,178,,,,,,,,
35579,24518,107,176,,,,,,,,
35578,24518,107,175,,,,,,,,
90467,35874,406,347,,,,,,,,
35576,24518,107,173,,,,,,,,
35575,24518,107,172,,,,,,,,
90468,34521,406,347,Distinction,,,,,,,
90469,35876,56,347,,,,,,,,
115233,33871,90,583,,,,,,,,
90471,33467,56,347,Merit,,,,,,,
35569,24518,107,166,,,,,,,,
35568,24518,107,165,,,,,,,,
35567,24518,107,164,,,,,,,,
35566,17055,107,180,,,,,,,,
35565,17055,107,179,,,,,,,,
35519,23462,107,167,,,,,,,,
35518,23462,107,166,,,,,,,,
35517,23462,107,165,,,,,,,,
35516,23462,107,164,,,,,,,,
36085,25025,116,212,,,,,,,,
35514,17203,107,179,,,,,,,,
35513,17203,107,178,,,,,,,,
35512,17203,107,177,,,,,,,,
35511,17203,107,176,,,,,,,,
35510,17203,107,175,,,,,,,,
36079,25025,116,206,,,,,,,,
87937,34578,156,631,,,,,,,,
36077,25025,116,204,,,,,,,,
36076,25025,116,203,,,,,,,,
36075,25025,116,202,,,,,,,,
35564,17055,107,178,,,,,,,,
35563,17055,107,177,,,,,,,,
35562,17055,107,176,,,,,,,,
35561,17055,107,175,,,,,,,,
36130,25065,116,217,,,,,,,,
35559,17055,107,173,,,,,,,,
35558,17055,107,172,,,,,,,,
35557,17055,107,171,,,,,,,,
35556,17055,107,170,,,,,,,,
35555,17055,107,169,,,,,,,,
36124,25065,116,211,,,,,,,,
36123,25065,116,210,,,,,,,,
36122,25065,116,209,,,,,,,,
36121,25065,116,208,,,,,,,,
36120,25065,116,207,,,,,,,,
35744,23472,107,171,,,,,,,,
35743,23472,107,170,,,,,,,,
35742,23472,107,169,,,,,,,,
35741,23472,107,168,,,,,,,,
36310,24996,116,217,,,,,,,,
35739,23472,107,166,,,,,,,,
35738,23472,107,165,,,,,,,,
35737,23472,107,164,,,,,,,,
35736,17084,107,180,,,,,,,,
35735,17084,107,179,,,,,,,,
36304,24996,116,211,,,,,,,,
36303,24996,116,210,,,,,,,,
36302,24996,116,209,,,,,,,,
36301,24996,116,208,,,,,,,,
36300,24996,116,207,,,,,,,,
35759,25334,107,169,,,,,,,,
35758,25334,107,168,,,,,,,,
35757,25334,107,167,,,,,,,,
35756,25334,107,166,,,,,,,,
36325,24976,116,212,,,,,,,,
35754,25334,107,164,,,,,,,,
35753,23472,107,180,,,,,,,,
35752,23472,107,179,,,,,,,,
35751,23472,107,178,,,,,,,,
35750,23472,107,177,,,,,,,,
36319,24976,116,206,,,,,,,,
76925,46306,560,230,Pass,,,,,,,
36317,24976,116,204,,,,,,,,
36316,24976,116,203,,,,,,,,
36315,24976,116,202,,,,,,,,
35774,26322,107,167,,,,,,,,
35773,26322,107,166,,,,,,,,
36342,15986,116,209,,,,,,,,
35771,26322,107,164,,,,,,,,
35770,25334,107,180,,,,,,,,
36339,15986,116,206,,,,,,,,
76924,46306,560,229,Pass,,,,,,,
36337,15986,116,204,,,,,,,,
36336,15986,116,203,,,,,,,,
36335,15986,116,202,,,,,,,,
35764,25334,107,174,,,,,,,,
35763,25334,107,173,,,,,,,,
35762,25334,107,172,,,,,,,,
35761,25334,107,171,,,,,,,,
35760,25334,107,170,,,,,,,,
35594,23534,107,174,Distinction,,1371724470,,,,,
35593,23534,107,173,Merit,,1367586384,,,,,
35592,23534,107,172,Distinction,,1367586375,,,,,
35591,23534,107,171,Pass,,1367586363,,,,,
36160,25239,116,207,,,,,,,,
35589,23534,107,169,Distinction,,,,,,,
35588,23534,107,168,Merit,,1367585538,,,,,
114304,15233,107,1187,,,,,,,,
35586,23534,107,166,Pass,,1371734746,,,,,
35585,23534,107,165,Distinction,,,,,,,
36154,25239,116,201,,,,,,,,
36153,25239,116,200,,,,,,,,
36152,25239,116,199,,,,,,,,
61075,24730,116,769,,,,,,,,
90463,24438,56,347,Distinction,,,,,,,
35729,17084,107,173,,,,,,,,
35728,17084,107,172,,,,,,,,
35727,17084,107,171,,,,,,,,
35726,17084,107,170,,,,,,,,
36295,24996,116,202,,,,,,,,
35724,17084,107,168,,,,,,,,
35723,17084,107,167,,,,,,,,
35722,17084,107,166,,,,,,,,
35721,17084,107,165,,,,,,,,
35720,17084,107,164,,,,,,,,
112871,15986,116,1171,,,,,,,,
36288,24834,116,215,,,,,,,,
36287,24834,116,214,,,,,,,,
36286,24834,116,213,,,,,,,,
36285,24834,116,212,,,,,,,,
83698,14421,505,95,Distinction,,,,,,,
83699,14421,505,250,Merit,,,,,,,
83700,14421,505,251,Merit,,,,,,,
83701,14421,505,252,Distinction,,,,,,,
83702,14421,505,253,Distinction,,,,,,,
35624,23572,107,170,,,,,,,,
35623,23572,107,169,,,,,,,,
36192,25008,116,199,Merit,,,,,,,
35621,23572,107,167,,,,,,,,
35620,23572,107,166,,,,,,,,
112875,26525,116,1171,,,,,,,,
36188,25034,116,215,,,,,,,,
36187,25034,116,214,,,,,,,,
36186,25034,116,213,,,,,,,,
36185,25034,116,212,,,,,,,,
35614,23457,107,177,,,,,,,,
35613,23457,107,176,,,,,,,,
35612,23457,107,175,,,,,,,,
35611,23457,107,174,,,,,,,,
35610,23457,107,173,,,,,,,,
35639,17130,107,168,,,,,,,,
35638,17130,107,167,,,,,,,,
36207,25008,116,214,Distinction,,,,,,,
35636,17130,107,165,,,,,,,,
35635,17130,107,164,,,,,,,,
36204,25008,116,211,,,,,,,,
36203,25008,116,210,Distinction,,,,,,,
36202,25008,116,209,,,,,,,,
36201,25008,116,208,Merit,,,,,,,
36200,25008,116,207,Merit,,,,,,,
35629,23572,107,175,,,,,,,,
35628,23572,107,174,,,,,,,,
35627,23572,107,173,,,,,,,,
35626,23572,107,172,,,,,,,,
35625,23572,107,171,,,,,,,,
35609,23457,107,172,,,,,,,,
35608,23457,107,171,,,,,,,,
36177,25034,116,204,,,,,,,,
35606,23457,107,169,,,,,,,,
35605,23457,107,168,,,,,,,,
36174,25034,116,201,,,,,,,,
36173,25034,116,200,,,,,,,,
36172,25034,116,199,,,,,,,,
61074,24992,116,769,,,,,,,,
36170,25239,116,217,,,,,,,,
35599,23534,107,179,Pass,,1367586879,,,,,
35597,23534,107,177,Pass,,1367586441,,,,,
114270,17084,426,1187,,,,,,,,
35595,23534,107,175,Distinction,,1371724498,,,,,
35654,23569,107,166,,,,,,,,
35653,23569,107,165,,,,,,,,
36222,25045,116,209,,,,,,,,
35651,17130,107,180,,,,,,,,
35650,17130,107,179,,,,,,,,
36219,25045,116,206,,,,,,,,
76929,46218,560,153,Pass,,,,,,,
36217,25045,116,204,,,,,,,,
36216,25045,116,203,,,,,,,,
36215,25045,116,202,,,,,,,,
35644,17130,107,173,,,,,,,,
35643,17130,107,172,,,,,,,,
35642,17130,107,171,,,,,,,,
35641,17130,107,170,,,,,,,,
35640,17130,107,169,,,,,,,,
35549,23453,107,180,,,,,,,,
35548,23453,107,179,,,,,,,,
36117,25065,116,204,,,,,,,,
35546,23453,107,177,,,,,,,,
35545,23453,107,176,,,,,,,,
36114,25065,116,201,,,,,,,,
36113,25065,116,200,,,,,,,,
36112,25065,116,199,,,,,,,,
35539,23453,107,170,,,,,,,,
35538,23453,107,169,,,,,,,,
35537,23453,107,168,,,,,,,,
35536,23453,107,167,,,,,,,,
35535,23453,107,166,,,,,,,,
43705,27786,40,487,Distinction,,,,,,,
43706,25251,40,487,Pass,,,,,,,
36761,24992,116,208,,,,,,,,
36892,24793,116,199,,,,,,,,
36890,25268,116,217,,,,,,,,
36888,25268,116,215,,,,,,,,
36759,24992,116,206,,,,,,,,
105799,36142,550,14,Pass,,,,,,,
100625,41916,578,276,Pass,,1371454071,,,,,
61043,24999,116,769,,,,,,,,
100620,41916,578,271,Pass,,,,,,,
36912,24892,116,199,,,,,,,,
36910,24793,116,217,,,,,,,,
36908,24793,116,215,,,,,,,,
36821,24861,116,208,,,,,,,,
36822,24861,116,209,,,,,,,,
36820,24861,116,207,,,,,,,,
104556,41897,577,28,Pass,,,,,,,
36819,24861,116,206,,,,,,,,
97164,35070,168,925,Pass,,1354012145,,,,,
43689,23210,40,487,Pass,,,,,,,
52061,35474,402,682,Distinction,,,,,,,
43691,23332,40,487,Pass,,,,,,,
36906,24793,116,213,,,,,,,,
43692,23159,40,487,Pass,,,,,,,
36907,24793,116,214,,,,,,,,
36905,24793,116,212,,,,,,,,
36903,24793,116,210,,,,,,,,
36904,24793,116,211,,,,,,,,
91816,46208,28,162,Distinction,,,,,,,
37100,35955,22,351,Distinction,,,,,,,
91813,46208,28,159,Distinction,,,,,,,
91812,46208,28,158,Pass,,,,,,,
91811,46208,28,74,Merit,,,,,,,
49400,36309,176,508,Pass,,,,,,,
49399,36309,176,507,Merit,,,,,,,
49401,36309,176,509,Merit,,1366881008,,,,,
49403,36309,176,335,Merit,,,,,,,
49402,36309,176,334,Merit,,,,,,,
35120,34300,415,575,Pass,,,,,,,
89132,42939,156,718,,,,,,,,
35028,21749,57,256,,,,,,,,
38131,36113,403,289,Distinction,,,,,,,
43686,25355,40,487,Distinction,,,,,,,
36861,24727,116,208,,,,,,,,
97694,35496,404,981,,,,,,,,
36862,24727,116,209,,,,,,,,
36860,24727,116,207,,,,,,,,
36859,24727,116,206,,,,,,,,
106092,35116,432,666,Pass,,,,,,,
43700,23329,40,487,Pass,,,,,,,
43701,23250,40,487,Distinction,,,,,,,
43702,23175,40,487,Distinction,,,,,,,
43703,24725,40,487,Pass,,,,,,,
36896,24793,116,203,,,,,,,,
36897,24793,116,204,,,,,,,,
36895,24793,116,202,,,,,,,,
36893,24793,116,200,,,,,,,,
36894,24793,116,201,,,,,,,,
61046,25025,116,769,,,,,,,,
38114,36113,403,288,Distinction,,,,,,,
36852,24727,116,199,,,,,,,,
36850,25026,116,217,,,,,,,,
36848,25026,116,215,,,,,,,,
43694,23302,40,487,Pass,,,,,,,
52018,14790,402,680,Pass,,,,,,,
100191,34764,409,310,,,,,,,,
43697,25211,40,487,Pass,,,,,,,
36901,24793,116,208,,,,,,,,
106843,47776,409,539,Pass,,,,,,,
36902,24793,116,209,,,,,,,,
36900,24793,116,207,,,,,,,,
36899,24793,116,206,,,,,,,,
90303,13584,56,251,,,,,,,,
51999,35505,402,679,Pass,,,,,,,
106090,35116,432,664,Merit,,,,,,,
36716,25057,116,203,,,,,,,,
36717,25057,116,204,,,,,,,,
36715,25057,116,202,,,,,,,,
36713,25057,116,200,,,,,,,,
36714,25057,116,201,,,,,,,,
89203,43163,156,401,,,,,,,,
89204,43163,156,402,,,,,,,,
89205,43163,156,403,,,,,,,,
48895,23529,176,334,Pass,,,,,,,
36921,24892,116,208,,,,,,,,
36922,24892,116,209,,,,,,,,
36920,24892,116,207,,,,,,,,
36919,24892,116,206,,,,,,,,
36926,24892,116,213,,,,,,,,
36927,24892,116,214,,,,,,,,
36925,24892,116,212,,,,,,,,
36923,24892,116,210,,,,,,,,
36924,24892,116,211,,,,,,,,
42833,21019,60,125,Pass,,,,,,,
36826,24861,116,213,,,,,,,,
36827,24861,116,214,,,,,,,,
36825,24861,116,212,,,,,,,,
36823,24861,116,210,,,,,,,,
36824,24861,116,211,,,,,,,,
43311,15826,98,578,,,,,,,,
43310,23254,98,578,,,,,,,,
43312,23174,98,578,,,,,,,,
43314,16559,98,578,,,,,,,,
43313,24590,98,578,,,,,,,,
38097,36113,403,287,Distinction,,,,,,,
36836,25026,116,203,,,,,,,,
43688,24911,40,487,Distinction,,,,,,,
36837,25026,116,204,,,,,,,,
36835,25026,116,202,,,,,,,,
36833,25026,116,200,,,,,,,,
36834,25026,116,201,,,,,,,,
51979,35505,402,678,Pass,,,,,,,
100186,34764,409,153,,,,,,,,
61047,25065,116,769,,,,,,,,
36832,25026,116,199,,,,,,,,
36830,24861,116,217,,,,,,,,
36828,24861,116,215,,,,,,,,
43696,23253,40,487,Distinction,,,,,,,
36816,24861,116,203,,,,,,,,
36817,24861,116,204,,,,,,,,
36815,24861,116,202,,,,,,,,
36813,24861,116,200,,,,,,,,
36814,24861,116,201,,,,,,,,
36886,25268,116,213,,,,,,,,
36887,25268,116,214,,,,,,,,
36885,25268,116,212,,,,,,,,
36883,25268,116,210,,,,,,,,
36884,25268,116,211,,,,,,,,
61042,25368,116,769,,,,,,,,
43315,25157,98,578,,,,,,,,
36930,24892,116,217,,,,,,,,
36928,24892,116,215,,,,,,,,
53970,34356,91,86,Pass,,,,,,,
108073,34271,514,85,,,,,,,,
90462,21457,56,347,Distinction,,,,,,,
36812,24861,116,199,,,,,,,,
36810,24730,116,217,,,,,,,,
36808,24730,116,215,,,,,,,,
36841,25026,116,208,,,,,,,,
36842,25026,116,209,,,,,,,,
36840,25026,116,207,,,,,,,,
75123,27047,431,656,,,,,,,,
36839,25026,116,206,,,,,,,,
36876,25268,116,203,,,,,,,,
36877,25268,116,204,,,,,,,,
36875,25268,116,202,,,,,,,,
36873,25268,116,200,,,,,,,,
36874,25268,116,201,,,,,,,,
97827,21279,404,1047,,,,,,,,
61045,24820,116,769,,,,,,,,
36872,25268,116,199,,,,,,,,
36870,24727,116,217,,,,,,,,
36868,24727,116,215,,,,,,,,
36916,24892,116,203,,,,,,,,
36917,24892,116,204,,,,,,,,
36915,24892,116,202,,,,,,,,
36913,24892,116,200,,,,,,,,
36914,24892,116,201,,,,,,,,
36881,25268,116,208,,,,,,,,
36882,25268,116,209,,,,,,,,
36880,25268,116,207,,,,,,,,
36879,25268,116,206,,,,,,,,
36856,24727,116,203,,,,,,,,
36857,24727,116,204,,,,,,,,
36855,24727,116,202,,,,,,,,
36853,24727,116,200,,,,,,,,
36854,24727,116,201,,,,,,,,
76191,21245,559,230,,,,,,,,
76192,21245,559,231,,,,,,,,
76193,21245,559,232,,,,,,,,
76194,21245,559,233,,,,,,,,
76195,21245,559,234,,,,,,,,
76196,21245,559,310,,,,,,,,
76197,24580,559,153,,,,,,,,
76198,24580,559,154,,,,,,,,
76199,24580,559,155,,,,,,,,
76179,21898,559,310,,,,,,,,
76180,21245,559,153,,,,,,,,
76181,21245,559,154,,,,,,,,
76182,21245,559,155,,,,,,,,
76183,21245,559,156,,,,,,,,
76174,21898,559,230,,,,,,,,
76175,21898,559,231,,,,,,,,
76176,21898,559,232,,,,,,,,
76177,21898,559,233,,,,,,,,
76178,21898,559,234,,,,,,,,
77272,34751,559,155,Pass,,,,,,,
76188,21245,559,227,,,,,,,,
76189,21245,559,228,,,,,,,,
76190,21245,559,229,,,,,,,,
76152,21271,559,225,,,,,,,,
76153,21271,559,226,,,,,,,,
76154,21271,559,227,,,,,,,,
76155,21271,559,228,,,,,,,,
76156,21271,559,229,,,,,,,,
76157,21271,559,230,,,,,,,,
76158,21271,559,231,,,,,,,,
76159,21271,559,232,,,,,,,,
76160,21271,559,233,,,,,,,,
76161,21271,559,234,,,,,,,,
76162,21271,559,310,,,,,,,,
76163,21898,559,153,,,,,,,,
76164,21898,559,154,,,,,,,,
76165,21898,559,155,,,,,,,,
76166,21898,559,156,,,,,,,,
76167,21898,559,157,,,,,,,,
76168,21898,559,224,,,,,,,,
76169,21898,559,225,,,,,,,,
76170,21898,559,226,,,,,,,,
76171,21898,559,227,,,,,,,,
76172,21898,559,228,,,,,,,,
76173,21898,559,229,,,,,,,,
77283,34751,559,232,Distinction,,,,,,,
77284,34751,559,233,,,,,,,,
77285,34751,559,234,Distinction,,1371559918,,,,,
77286,34751,559,310,Distinction,,1348581225,,,,,
76184,21245,559,157,,,,,,,,
76185,21245,559,224,,,,,,,,
76186,21245,559,225,,,,,,,,
76187,21245,559,226,,,,,,,,
37376,37409,22,369,,,,,,,,
37375,21424,22,369,,,,,,,,
37374,34253,22,369,,,,,,,,
90875,22053,406,259,Pass,,,,,,,
37244,37409,22,353,Pass,,,,,,,
37243,21424,22,353,Pass,,,,,,,
37242,34253,22,353,Pass,,,,,,,
37241,34288,22,353,Distinction,,,,,,,
37240,18276,22,583,,,,,,,,
37239,19580,22,583,,,,,,,,
37331,35955,22,32,Pass,,,,,,,
37332,35956,22,32,Pass,,,,,,,
37333,36117,22,32,,,,,,,,
37340,34288,22,127,Pass,,,,,,,
37339,18276,22,32,,,,,,,,
37338,19580,22,32,,,,,,,,
37337,18275,22,32,,,,,,,,
48918,23427,176,512,Pass,,,,,,,
37335,36484,22,32,Pass,,,,,,,
37334,34923,22,32,,,,,,,,
37329,34299,22,32,Distinction,,,,,,,
37330,31166,22,32,,,,,,,,
37350,34329,22,127,,,,,,,,
37349,32971,22,127,Pass,,,,,,,
37348,34285,22,127,Merit,,,,,,,
37347,34326,22,127,Distinction,,,,,,,
37346,23152,22,127,Pass,,,,,,,
37345,34297,22,127,Pass,,,,,,,
37379,23152,22,369,,,,,,,,
37378,34297,22,369,,,,,,,,
37255,34259,22,353,Distinction,,,,,,,
108209,36111,505,250,Distinction,,,,,,,
37253,34284,22,353,Pass,,,,,,,
37252,34346,22,353,Pass,,,,,,,
37251,34329,22,353,Pass,,,,,,,
37250,32971,22,353,Pass,,,,,,,
37249,34285,22,353,Distinction,,,,,,,
37273,18276,22,353,,,,,,,,
37274,34288,22,28,Merit,,,,,,,
37275,34253,22,28,Pass,,,,,,,
37282,34285,22,28,Distinction,,,,,,,
37281,34326,22,28,Merit,,,,,,,
37280,23152,22,28,Distinction,,,,,,,
37279,34297,22,28,Pass,,,,,,,
90879,36089,56,259,Pass,,,,,,,
37277,37409,22,28,Pass,,,,,,,
37276,21424,22,28,Pass,,,,,,,
26428,14834,162,444,Distinction,,,,,,,
26427,14834,162,443,Merit,,,,,,,
26426,14834,162,442,Merit,,,,,,,
26425,14834,162,441,Pass,,,,,,,
26424,14834,162,440,Distinction,,,,,,,
26423,14834,162,439,Distinction,,,,,,,
26422,14832,162,458,Distinction,,,,,,,
26421,14832,162,457,Distinction,,,,,,,
26420,14832,162,456,Distinction,,,,,,,
26419,14832,162,455,Distinction,,,,,,,
26418,14832,162,454,Merit,,,,,,,
26417,14832,162,453,Merit,,,,,,,
26416,14832,162,452,Distinction,,,,,,,
26415,14832,162,451,Distinction,,,,,,,
26414,14832,162,450,Distinction,,,,,,,
26413,14832,162,449,Distinction,,,,,,,
26411,14832,162,447,Distinction,,,,,,,
26410,14832,162,446,Pass,,,,,,,
26409,14832,162,445,Merit,,,,,,,
26408,14832,162,444,Merit,,,,,,,
26407,14832,162,443,Distinction,,,,,,,
26406,14832,162,442,Distinction,,,,,,,
26405,14832,162,441,Pass,,,,,,,
26404,14832,162,440,Distinction,,,,,,,
26403,14832,162,439,Distinction,,,,,,,
108199,21964,505,250,Pass,,,,,,,
